roi_name	perm_00000	perm_00001	perm_00002	perm_00003	perm_00004	perm_00005	perm_00006	perm_00007	perm_00008	perm_00009	perm_00010	perm_00011	perm_00012	perm_00013	perm_00014	perm_00015	perm_00016	perm_00017	perm_00018	perm_00019	perm_00020	perm_00021	perm_00022	perm_00023	perm_00024	perm_00025	perm_00026	perm_00027	perm_00028	perm_00029	perm_00030	perm_00031	perm_00032	perm_00033	perm_00034	perm_00035	perm_00036	perm_00037	perm_00038	perm_00039	perm_00040	perm_00041	perm_00042	perm_00043	perm_00044	perm_00045	perm_00046	perm_00047	perm_00048	perm_00049	perm_00050	perm_00051	perm_00052	perm_00053	perm_00054	perm_00055	perm_00056	perm_00057	perm_00058	perm_00059	perm_00060	perm_00061	perm_00062	perm_00063	perm_00064	perm_00065	perm_00066	perm_00067	perm_00068	perm_00069	perm_00070	perm_00071	perm_00072	perm_00073	perm_00074	perm_00075	perm_00076	perm_00077	perm_00078	perm_00079	perm_00080	perm_00081	perm_00082	perm_00083	perm_00084	perm_00085	perm_00086	perm_00087	perm_00088	perm_00089	perm_00090	perm_00091	perm_00092	perm_00093	perm_00094	perm_00095	perm_00096	perm_00097	perm_00098	perm_00099
Language_PFCl_1_L	1.796117	-1.018083	2.633297	2.574901	-0.450437	-0.591862	0.951842	0.100671	-0.628963	-1.431931	-1.170663	-0.734038	-0.794995	2.622078	0.406844	2.307152	-0.577424	2.362935	-1.003479	0.018626	2.301362	-1.014071	-0.389709	-0.342164	0.244466	1.026724	-0.784327	-1.044513	0.611816	1.55142	-1.282276	1.533497	-1.059114	1.637713	-0.171465	-0.307521	2.034129	0.514632	1.704869	-0.77511	-0.702884	-0.233676	1.679114	0.611517	1.951132	-1.191494	-0.529724	-1.263958	-1.107267	-0.69569	0.671151	2.488086	-1.04886	-0.875107	2.14171	2.043961	2.994713	-2.26899	-0.770819	-0.86073	2.646767	-1.011119	0.185782	-0.418067	-0.763051	-0.8815	0.78519	-0.983363	-0.663335	-0.654087	-1.378112	-0.890505	1.474304	-0.957947	2.277081	-1.131008	-0.199639	1.61508	-0.690756	1.730315	-0.619959	-0.085416	1.845517	-0.830986	-1.134506	-0.655779	-0.097108	-1.149101	-1.302434	1.178435	-1.502734	0.617341	-0.260701	-0.842548	1.935342	0.758485	-0.434157	-0.764502	0.968104	-0.367799
Language_Temp_1_L	-0.658093	-1.434433	-0.688	0.56902	-0.885008	-1.263605	2.30581	-1.823938	-1.086285	-1.215881	-1.170663	-0.993352	-1.081109	-0.15717	-0.347383	0.179877	-1.341257	0.177178	-1.27563	-1.102465	-0.246309	-1.166393	-0.76817	-1.333064	-0.956948	0.549692	-0.880058	-1.192134	-1.144606	-0.67781	-1.240794	0.399171	-1.298783	-0.0357	-0.273266	-1.220232	2.034129	-0.551104	0.731135	-0.940772	-1.028698	-0.477475	1.218014	-0.715361	1.510431	-1.525012	-1.015492	-1.762226	-1.147918	-0.990133	-1.450665	0.405116	-1.577799	-0.87381	-0.140019	-0.558055	1.905802	-2.26899	-0.895391	-1.250662	-0.792327	-1.093866	1.686491	-1.154411	-0.997804	-1.026552	1.59047	-1.042446	-1.035147	-1.124707	-1.537306	-0.890505	-1.167866	-0.992019	-0.936137	-1.131008	0.599437	0.136044	-1.544735	0.831346	-1.33193	-1.045262	-0.542079	-1.23929	-1.134506	-0.655779	-0.564709	-1.262356	-1.302434	-0.236624	-1.502734	-0.10201	-1.155814	-0.842548	-0.613224	-1.060135	-1.652841	-1.341163	-0.158118	-0.367799
Language_Temp_2_L	-0.658093	-1.434433	0.492893	0.161311	-0.885008	-1.263605	2.30581	-1.823938	-1.086285	-1.215881	-1.170663	-0.993352	-1.081109	-0.15717	-0.347383	0.109273	-1.341257	0.177178	-1.27563	-1.102465	-0.246309	-1.166393	-0.613424	-1.333064	-0.956948	1.026724	-1.064581	-1.192134	-1.144606	-0.67781	-1.240794	0.399171	-1.298783	0.406088	-0.273266	-0.709334	0.158788	-0.551104	0.731135	-0.940772	-1.028698	-0.201395	1.681549	-0.715361	1.510431	-1.525012	-1.015492	-1.762226	-1.147918	-0.990133	-1.450665	-0.424692	-1.577799	-0.87381	-0.140019	-0.558055	1.905802	-2.26899	-0.895391	-1.250662	-0.792327	-1.093866	-0.07946	-1.154411	-0.997804	-1.026552	-0.258611	-1.042446	-1.035147	-1.124707	-1.537306	-0.890505	-1.167866	-1.135428	-0.936137	-1.131008	1.289186	-0.075017	-1.544735	-0.026758	-1.33193	-1.045262	-0.542079	-1.23929	-1.134506	-0.655779	-0.564709	-1.262356	-1.302434	-0.739551	-1.502734	-0.10201	-1.155814	-0.842548	-0.613224	-1.17301	-1.652841	-1.341163	0.218382	-0.367799
Language_Temp_3_L	-0.658093	-1.434433	-0.688	0.622129	-0.646124	-1.263605	1.551362	-0.383611	-1.086285	-1.431931	-1.170663	-0.749658	-0.794995	-1.115261	-0.318849	2.307152	-0.88347	-0.988713	-0.454853	-1.102465	-0.246309	-1.014071	-0.613424	-0.257786	-1.060233	2.450449	-0.798612	-1.083835	-1.144606	-0.768802	-1.574138	-0.608506	-1.298783	0.406088	-0.888903	-0.66019	-0.196418	-0.647746	0.068598	-0.77511	-0.702884	2.133954	0.884269	-0.951148	1.562674	-1.525012	-1.015492	-1.263958	-1.147918	-0.990133	-1.011802	-0.424692	-1.04886	-0.87381	-0.140019	-0.447709	1.174727	-2.26899	-0.770819	-1.250662	-0.792327	0.724551	0.190695	-0.809665	-0.424673	-0.610981	-0.21199	-0.876675	-1.035147	-0.654087	-1.378112	-0.890505	-1.167866	-0.992019	-0.936137	-1.131008	0.599437	-0.485749	-1.544735	0.831346	-1.154847	-1.045262	-0.542079	-0.996506	-0.457406	-0.655779	-1.322237	-1.149101	-1.261988	-0.64548	-1.502734	1.504623	-0.608013	-1.002594	-0.895562	-1.17301	-0.995492	-1.341163	-0.250173	-1.14253
Language_TempPole_1_L	-0.658093	-1.434433	0.492893	0.161311	-0.885008	-0.957698	0.951842	-1.823938	-1.086285	-1.215881	-1.170663	-0.993352	-1.081109	-0.15717	-0.347383	1.086592	-1.341257	0.177178	-1.27563	-1.102465	-0.524998	-1.166393	-0.168955	-1.333064	-0.956948	2.450449	-1.064581	-1.192134	-1.144606	-0.67781	-1.240794	0.273205	-1.298783	2.260072	-0.273266	-0.709334	0.048103	-0.551104	0.068598	-0.940772	-1.028698	0.385199	1.218014	-0.715361	-0.162408	-1.525012	-1.015492	-1.762226	-1.147918	-0.990133	-1.450665	0.405116	-1.577799	-0.87381	-0.140019	-0.558055	1.174727	-2.26899	-0.895391	-1.250662	-0.792327	-1.091376	2.391556	-1.154411	-0.997804	-1.026552	1.59047	-1.042446	-1.035147	-1.124707	-1.537306	-0.890505	-1.167866	0.26695	-0.936137	-1.131008	0.599437	0.136044	-1.544735	-0.026758	-1.33193	-1.045262	-0.542079	-1.23929	-1.134506	-0.655779	0.079101	-1.262356	-1.302434	2.319506	-1.502734	-0.10201	-1.155814	-0.842548	-0.613224	-1.060135	-1.652841	-1.056421	0.218382	-0.367799
ContA_Cingm_1_L	-0.256047	0.112273	-1.240739	-0.103305	-0.212053	0.662388	0.225499	-0.383611	-0.628963	0.527377	-0.659907	-0.214028	1.608662	1.096039	0.794494	2.307152	-0.117506	1.013102	-1.003479	1.572755	1.137015	-0.359337	-0.632959	-0.257786	1.787661	-0.113482	-0.208587	-0.616506	-0.703197	-0.220512	-0.40613	0.751771	-1.10312	0.619869	0.145757	-0.788611	0.692606	1.607039	0.437495	-0.547852	-0.210293	-0.15702	0.717192	-0.76428	-0.86623	0.109068	0.290938	0.863154	-0.43813	-0.109085	0.93096	1.429888	-0.375598	-0.875107	1.44912	1.121047	0.297533	-0.477918	-0.266443	-0.86073	-0.516637	-0.402188	-0.909531	1.401974	-0.520799	-0.8815	-0.692457	-0.639766	-0.663335	1.450527	-1.378112	-0.890505	2.687354	0.697544	1.190585	-0.95518	-0.71032	-0.633209	0.376325	0.724923	0.51059	0.879261	2.352235	-0.830986	-1.134506	1.442972	-0.639555	-0.641344	-0.43046	-0.027462	-0.964407	0.617341	-0.710826	0.143427	-0.291506	-0.507908	0.28426	-0.764502	1.579906	0.549825
ContA_IPS_1_L	-0.658093	-0.942174	-0.688	0.56902	0.552787	-1.263605	-0.946734	0.861149	-0.696106	0.527377	-1.170663	-0.214028	-1.296508	-0.15717	-1.051533	-1.124217	-1.097673	-0.757789	0.38283	-1.151069	-0.75659	-0.340426	-0.197801	0.329907	-1.002105	-0.967967	-0.798612	-1.083835	-0.8775	-0.954966	-0.429093	0.273205	-1.10312	-0.0357	-0.171465	-0.921751	0.881619	-0.079557	0.72668	-0.940772	-0.599491	-0.477475	0.444903	-0.701138	-0.162408	-0.346335	-1.015492	-0.889495	-0.642865	-0.990133	-0.024772	-0.846164	-0.428328	-0.87381	0.487289	-0.447709	1.174727	-2.26899	-0.566942	-1.01975	-0.945942	-1.045208	-0.322305	-0.526517	-0.997804	-0.8815	-0.692457	-0.876675	-1.035147	-1.000899	-0.841353	-0.890505	-0.804606	2.132123	-1.331433	-0.98036	0.599437	-0.785265	-0.356747	0.831346	-0.619959	-1.125186	-0.932926	0.42826	-1.134506	-0.655779	-0.973136	-1.262356	-1.261988	-0.85882	-1.502734	-1.183247	-0.622095	-1.002594	-0.895562	-1.120246	0.736974	-1.341163	-0.158118	-0.367799
ContA_IPS_2_L	-0.658093	-0.942174	-0.688	0.56902	-0.646124	-0.798311	-0.348464	-0.013401	-0.696106	-0.133532	-0.538154	2.21315	-0.794995	-0.15717	-0.932819	0.179877	-1.097673	-0.757789	0.302861	-1.151069	-0.75659	-1.014071	-0.76817	0.329907	-1.060233	-0.967967	1.953403	-0.235976	-1.233011	-0.768802	-1.240794	0.094517	-0.93023	-0.0357	-0.171465	-1.285912	0.980182	-0.551104	-0.852457	2.319854	-0.599491	-0.477475	-1.209064	-0.951148	-0.162408	-0.61156	-0.400028	-1.263958	-0.642865	-0.990133	-1.011802	-0.021069	-0.428328	-0.875107	-0.140019	-0.447709	-0.317342	-2.26899	-0.537645	-0.60689	-0.945942	-1.093866	-0.322305	-0.809665	-0.520799	-0.8815	-0.875436	0.467906	-1.035147	-1.124707	-0.841353	-0.890505	-1.167866	0.26695	-0.936137	-1.131008	-0.199639	-0.785265	-1.544735	0.831346	-0.619959	-1.045262	-0.542079	0.466917	-1.134506	-0.655779	-0.973136	-0.437311	-1.261988	-0.739551	1.588455	-1.183247	-1.174881	-0.842548	-0.613224	-1.120246	0.736974	-0.431726	-0.158118	-0.830613
ContA_IPS_3_L	-0.658093	-0.942174	0.161499	-0.634973	-0.885008	-1.139372	1.233827	0.100671	-0.696106	-1.215881	-0.538154	-0.562111	-1.296508	-0.595969	-0.198287	0.262201	-0.669642	-0.757789	0.38283	-1.151069	-0.75659	-0.340426	-0.612412	-1.333064	-1.060233	-0.967967	-0.798612	-1.083835	-1.144606	-0.768802	-1.574138	0.273205	-1.10312	-0.461924	-0.888903	-1.285912	0.348971	-1.047805	-0.852457	-0.547852	-0.702884	-0.384487	-1.063742	-0.951148	-0.539904	-0.61156	-0.54821	-1.263958	-0.642865	-0.990133	2.243278	0.303599	-0.375598	-0.87381	-0.140019	1.121047	-0.317342	-0.477918	-0.566942	-0.86073	-0.945942	-1.093866	1.280199	-0.809665	-0.763051	-0.8815	-0.933021	-0.639766	-0.669363	-0.949552	-1.537306	-0.890505	0.290787	0.26695	-0.936137	-0.98036	-1.765116	-0.785265	-0.356747	0.473906	-0.619959	-1.125186	-0.542079	0.42826	-1.134506	-0.655779	-0.564709	-1.034724	-0.43046	-0.7726	-1.502734	0.617341	-0.622095	-0.842548	-0.895562	-1.120246	2.070396	-1.341163	-0.158118	-1.052553
ContA_Ins_1_L	-0.471983	-1.434433	2.633297	-0.634973	-0.646124	-0.591862	-0.892475	0.100671	-0.696106	-0.715487	-1.188543	-0.689786	-1.296508	-0.595969	-0.347383	-1.124217	-1.097673	2.362935	-1.003479	-1.151069	-0.524998	-0.340426	-0.632959	0.149339	-1.002105	-0.967967	-0.798612	-0.235976	0.611816	-0.954966	-1.240794	-0.82572	-1.10312	-0.214945	-0.171465	-1.285912	-1.181191	-0.474157	-0.012997	-0.940772	-0.702884	2.133954	-1.234347	0.611517	-0.86623	-0.346335	1.008346	-0.706121	-1.050126	-0.990133	0.001568	-1.072106	0.50106	-0.87381	-0.884079	-0.207704	-0.71434	-2.26899	-0.566942	-0.626087	-0.945942	-1.045208	-0.710927	-0.659757	-1.522078	-0.8815	-0.875436	-0.876675	-1.035147	-0.654087	-0.841353	-0.890505	-0.804606	0.26695	-0.936137	-0.98036	0.599437	-0.350371	-0.356747	0.473906	2.319747	-0.211481	1.845517	-0.843744	-0.630008	-0.655779	-0.584598	-0.577054	-1.261988	-0.897268	-0.139798	-1.60632	-1.155814	-1.002594	-0.291506	2.02351	-0.015112	-1.056421	-0.303421	-0.368066
ContA_OFC_1_L	-0.471983	2.639	0.239984	0.161311	-0.646124	-1.139372	-0.892475	0.100671	-0.696106	1.267479	-1.188543	-0.562111	-1.296508	-1.115261	0.794494	0.109273	-0.669642	-0.918342	-1.003479	0.018626	-0.524998	-0.340426	-0.613424	-0.257786	-1.002105	1.026724	-0.798612	-0.235976	-1.233011	-0.954966	-1.240794	-1.23097	-1.298783	0.406088	-0.888903	-0.921751	-1.181191	-1.001991	1.704869	1.433641	-1.028698	-0.201395	-1.031089	-0.701138	-0.86623	-0.61156	-0.54821	-1.263958	-1.147918	-0.69569	-1.011802	-1.177605	-1.201596	-0.87381	-0.884079	-0.207704	-0.71434	-2.26899	-0.566942	-1.01975	-0.744316	-1.045208	-0.710927	-0.809665	1.966883	-0.8815	-0.875436	-0.639766	-1.035147	-0.243292	-1.378112	-0.890505	-0.804606	0.26695	-0.936137	1.596022	0.599437	-0.485749	-1.031369	0.549077	-0.619959	-0.211481	-0.932926	0.466917	-1.134506	-1.132494	-0.097108	-0.455831	-1.261988	1.178435	1.588455	-0.544633	-0.260701	-0.842548	-0.291506	-1.120246	-1.652841	-1.341163	-0.792011	-0.830613
ContA_PFCd_1_L	1.13128	-0.620887	2.633297	2.574901	-0.212053	-0.591862	0.225499	0.100671	-0.628963	-1.438103	-0.659907	-0.734038	-0.208679	1.003736	0.406844	2.307152	-0.577424	1.890067	-1.003479	-0.371698	1.137015	-1.014071	-0.389709	-0.342164	0.244466	0.053412	-0.588607	-0.910188	-0.703197	0.924621	-1.240794	0.751771	-1.059114	-0.625797	-0.171465	-0.788611	0.692606	-0.395981	0.72668	-0.547852	-0.210293	0.636831	0.733174	-0.76428	1.951132	0.109068	-0.529724	-0.889495	-0.642865	-0.244549	0.671151	2.488086	-1.04886	-0.875107	2.14171	0.34335	0.297533	-1.28541	-0.770819	-0.86073	2.646767	-0.402188	0.185782	-0.809665	-0.424673	-0.8815	-0.692457	-0.639766	-0.663335	0.447019	-0.766308	-0.890505	0.201165	-0.957947	0.46516	-1.131008	-0.169974	1.097918	-0.690756	1.730315	-0.265151	-0.085416	1.177987	-0.830986	2.413128	-0.707176	-0.097108	-0.641344	-0.43046	1.178435	-1.502734	1.504623	-0.710826	0.143427	1.935342	-0.507908	-0.852792	-0.431726	3.131973	1.741427
ContA_PFCl_1_L	1.796117	-1.018083	2.633297	2.574901	-0.450437	-0.957698	0.951842	0.100671	-0.628963	-1.431931	-1.170663	-0.734038	-0.794995	0.372705	-0.481407	2.307152	-0.577424	2.362935	-1.003479	0.018626	2.301362	-1.014071	-0.197801	-0.342164	0.244466	1.026724	-0.784327	-1.044513	0.611816	1.55142	-0.429093	1.533497	-1.059114	1.637713	-0.171465	-0.307521	2.034129	-0.079557	1.704869	-0.77511	-0.702884	2.133954	1.679114	0.611517	1.951132	-1.191494	-0.529724	-1.263958	-1.107267	-0.69569	-0.476103	2.488086	-1.04886	-0.875107	2.14171	2.043961	2.994713	-2.26899	-0.770819	-0.86073	0.125526	-1.011119	0.185782	-0.418067	0.769029	-0.8815	0.78519	-0.983363	-0.663335	-0.654087	-1.378112	-0.890505	1.474304	-0.957947	2.277081	-1.131008	-0.199639	1.61508	-1.031369	1.693255	-0.619959	1.014126	1.845517	-0.830986	-1.134506	-0.655779	-0.097108	-1.149101	-1.302434	1.178435	-1.502734	0.617341	-0.260701	-0.842548	1.935342	0.758485	-0.434157	-0.764502	0.483508	-0.367799
ContA_PFCl_2_L	1.796117	-1.018083	2.633297	2.574901	-0.450437	-0.591862	0.951842	0.100671	-0.628963	-1.431931	-1.170663	-0.734038	-0.794995	1.995615	3.209099	2.307152	-0.577424	2.362935	-1.003479	0.018626	2.301362	-1.014071	-0.197801	-0.342164	0.244466	1.026724	-0.784327	-1.044513	0.611816	1.55142	-0.429093	1.533497	-1.059114	1.637713	-0.171465	-0.307521	2.034129	0.514632	1.704869	-0.77511	-0.702884	2.133954	0.717192	0.611517	1.951132	-1.206522	-0.529724	-1.263958	-1.107267	-0.69569	-0.476103	2.488086	-1.04886	-0.875107	2.14171	2.043961	2.994713	-2.26899	-0.770819	-0.86073	0.125526	-1.011119	0.185782	-0.418067	-0.763051	-0.8815	0.78519	-0.577914	-0.663335	-0.755035	-1.378112	-0.890505	1.474304	-0.957947	2.277081	-1.131008	-0.199639	1.61508	-1.031369	1.730315	-0.619959	1.014126	1.845517	-0.830986	-1.134506	-0.655779	-0.097108	-1.149101	-1.302434	1.178435	-1.502734	0.617341	-0.260701	-0.842548	1.935342	0.758485	-0.434157	-0.764502	0.483508	-0.367799
ContA_PFCl_3_L	1.796117	-1.018083	2.633297	2.574901	-0.450437	-0.957698	0.951842	0.100671	-0.628963	-1.215881	-1.170663	-0.734038	-0.208679	1.995615	3.209099	2.307152	-0.577424	2.362935	-1.003479	0.018626	2.301362	-1.014071	-0.197801	-0.342164	0.244466	1.026724	-0.784327	-1.044513	0.611816	1.55142	-1.282276	1.533497	-1.059114	1.637713	-0.171465	-0.307521	-0.851127	-0.079557	1.704869	-0.77511	-0.702884	2.133954	0.717192	0.611517	1.951132	-1.206522	-0.529724	-1.263958	-1.107267	-0.69569	-0.476103	2.488086	-1.04886	-0.875107	2.14171	-0.207704	2.994713	-2.26899	-0.770819	-0.86073	0.125526	-1.011119	0.185782	-0.418067	-0.997804	-0.8815	0.78519	-0.577914	-0.663335	-0.755035	-1.378112	-0.890505	1.474304	0.26695	2.277081	-1.131008	-0.199639	1.61508	-1.031369	1.730315	-0.619959	1.014126	1.845517	-0.830986	-1.134506	-0.655779	-0.097108	-1.149101	-1.302434	1.178435	-1.502734	0.617341	-0.260701	-0.842548	1.935342	0.758485	-0.434157	-0.764502	0.483508	-0.367799
ContA_PFCl_4_L	1.796117	-1.018083	2.633297	2.574901	-0.450437	-0.957698	0.951842	0.100671	-0.628963	-1.215881	-1.170663	-0.734038	-0.208679	1.995615	3.209099	2.307152	-0.577424	2.362935	-1.003479	0.018626	2.301362	-1.014071	-0.197801	-0.342164	0.244466	1.026724	-0.784327	-1.044513	0.611816	1.55142	-0.117013	1.533497	-1.059114	1.637713	-0.171465	-0.307521	-0.851127	-0.079557	-0.012997	-0.575256	-0.702884	2.133954	0.717192	0.611517	1.951132	-1.206522	-0.529724	-1.263958	-1.107267	-0.69569	-0.476103	2.488086	-1.04886	-0.875107	2.14171	-0.207704	2.994713	-2.26899	-0.770819	-0.550756	0.125526	-1.011119	0.185782	-0.418067	-0.424673	-0.8815	0.78519	-0.983363	-0.663335	0.447019	-0.400095	-0.890505	1.474304	0.26695	2.277081	-1.131008	-0.199639	1.61508	-1.031369	1.730315	-0.619959	1.014126	1.845517	-0.830986	-1.134506	-0.655779	-0.097108	-1.149101	-1.009687	1.178435	-1.502734	0.617341	-0.260701	-0.842548	1.935342	0.758485	-0.434157	-0.764502	0.483508	-0.367799
ContA_Temp_1_L	-0.658093	-1.434433	0.492893	0.56902	0.138167	-0.957698	2.30581	-1.823938	-1.086285	-1.215881	-1.170663	-0.993352	-1.081109	-0.15717	-0.347383	0.109273	-1.341257	0.177178	-1.27563	-1.102465	-0.524998	-1.166393	-0.168955	-1.333064	-0.956948	0.182156	-0.880058	-1.192134	-1.144606	-0.67781	-1.240794	0.399171	-1.298783	2.260072	-0.273266	-0.709334	2.178846	-0.551104	-0.012997	-0.940772	-1.028698	-0.477475	1.681549	-0.715361	1.510431	-0.346335	-1.015492	-1.762226	-1.147918	-0.990133	-1.450665	0.405116	-1.577799	-0.87381	-0.140019	-0.558055	1.905802	-2.26899	-0.895391	-1.250662	-0.792327	0.724551	0.185782	-1.154411	-0.997804	-1.026552	1.59047	-1.042446	-1.035147	-0.881046	-1.537306	-0.890505	-1.167866	-1.135428	-0.936137	-1.131008	0.599437	0.136044	-1.544735	0.831346	-1.33193	-1.045262	-0.542079	-1.23929	-1.134506	-0.655779	1.499017	-1.262356	-1.302434	1.97156	-1.502734	-0.10201	-1.155814	-0.842548	-0.613224	-1.060135	-1.652841	-1.056421	0.218382	-0.367799
ContB_FPole_1_L	2.09283	0.112273	-1.28368	0.161311	-0.971826	-0.157688	-0.946734	-1.319419	-0.752784	-0.715487	-1.188543	-0.562111	1.608662	-0.507278	-0.082984	-1.124217	-0.117506	0.019427	-0.464165	-0.416882	2.301362	-0.180744	-0.720649	-0.257786	-1.002105	-0.113482	-0.828203	-0.932653	0.589039	0.629147	-0.40613	-0.82572	-1.10312	-0.214945	0.145757	-1.220232	-1.19973	1.607039	0.437495	-0.575256	1.440402	2.161476	-0.689948	-0.701138	-0.86623	-1.206522	0.290938	-0.074745	-0.568913	-0.109085	0.93096	0.080897	-0.335021	-0.855951	-0.316546	1.937725	-0.612584	-1.316109	-0.330184	-0.550756	0.26611	-1.045208	-0.909531	-0.59876	-1.522078	-0.840688	-1.00544	-0.577914	-0.928633	-0.505128	-1.378112	-0.799004	-0.804606	0.26695	-1.331433	-0.98036	0.351649	-0.633209	-0.356747	0.473906	-1.019289	0.879261	0.051639	0.466917	-0.556901	1.442972	-1.322237	-0.577054	-1.009687	-0.625932	-1.431625	-0.4112	-1.174881	0.54188	-0.291506	-0.640332	-0.015112	-0.69096	-0.19004	-0.368066
ContB_IPL_1_L	-0.658093	-1.434433	-0.688	0.56902	-0.885008	-1.263605	1.233827	-1.823938	-1.086285	-1.165755	-1.170663	-0.993352	-0.794995	-0.15717	-0.347383	1.414977	-0.88347	-0.757789	-1.27563	-1.123388	-0.75659	-1.014071	-0.613424	-1.333064	-1.060233	-0.967967	-1.064581	-1.083835	-1.144606	-0.67781	-1.574138	0.094517	-1.298783	-0.0357	-0.273266	-1.285912	0.206523	-0.551104	-0.852457	-0.77511	-1.028698	-0.384487	-1.063742	-0.715361	-0.162408	-1.191494	-1.015492	-1.762226	-0.73479	-0.990133	-1.371799	0.303599	-1.577799	-0.87381	0.487289	-0.558055	1.174727	-2.26899	-0.895391	-1.250662	-0.945942	-1.093866	1.686491	-1.154411	-0.997804	-1.026552	-0.3665	-0.876675	-1.035147	-1.124707	-1.537306	-0.890505	-1.167866	-1.135428	-0.936137	-1.131008	-0.199639	-0.785265	-1.031369	0.831346	-1.019289	-1.045262	-0.542079	-1.23929	-0.457406	-0.655779	-1.110832	-1.149101	-1.261988	-0.570055	-1.07908	-1.183247	-0.622095	-0.842548	-0.497531	-1.060135	-0.995492	-1.341163	-0.158118	-0.497786
ContB_IPL_2_L	-0.658093	-1.434433	-0.688	0.56902	-0.885008	-1.263605	-0.348464	-1.823938	-1.086285	-1.215881	-1.170663	-0.993352	-1.081109	-0.15717	-0.347383	0.179877	-1.341257	-0.757789	-1.27563	-1.102465	-0.524998	-1.166393	-0.720847	-1.333064	-0.956948	-0.967967	-1.064581	-1.083835	-1.144606	-0.67781	-1.574138	0.094517	-1.298783	-0.0357	-0.273266	-0.709334	0.980182	-0.551104	0.731135	-0.940772	-1.028698	-0.477475	0.884269	-0.715361	-0.162408	-1.525012	-1.015492	-1.762226	-1.147918	-0.990133	-1.371799	0.303599	-1.577799	-0.87381	-0.140019	-0.558055	1.905802	-2.26899	-0.895391	-1.250662	-0.945942	-1.093866	1.686491	-1.154411	-0.997804	-1.026552	-0.258611	-1.042446	-1.035147	-1.124707	-1.537306	-0.890505	-1.167866	-0.992019	-0.936137	-1.131008	0.599437	0.136044	-1.544735	0.831346	-1.33193	-1.045262	-0.542079	-1.23929	-1.134506	-0.655779	-1.110832	-1.262356	-1.302434	-0.544721	-1.502734	-1.183247	-1.155814	-0.842548	-0.613224	-1.17301	-1.652841	-1.341163	-0.158118	-0.367799
ContB_IPS_1_L	-0.658093	-1.018083	0.161499	0.56902	-0.885008	-1.263605	1.233827	-1.823938	-1.086285	-1.165755	-1.170663	-0.993352	-0.794995	-0.15717	-1.051533	-0.505996	-0.88347	-0.757789	-1.27563	-1.102465	-0.246309	-1.014071	-0.76817	-0.745472	-1.060233	-0.967967	-1.064581	-1.083835	-1.144606	-0.768802	-1.574138	0.273205	-1.298783	-0.0357	-0.171465	-1.285912	-1.19973	-0.551104	-0.852457	-0.77511	-0.714282	-0.477475	-1.031089	-0.715361	1.510431	-1.525012	-1.015492	-1.762226	-0.73479	-0.990133	-1.371799	-0.021069	-1.04886	-0.875107	-0.140019	-0.558055	0.595082	-0.477918	-0.770819	-0.86073	-0.945942	-1.093866	-0.322305	-1.154411	-0.997804	-1.026552	-0.933021	-0.876675	-0.663335	-0.654087	-1.378112	-0.890505	-1.167866	-1.135428	-0.936137	-1.131008	-0.71032	0.136044	-1.08436	-0.026758	-1.154847	-1.045262	-0.542079	-1.23929	-0.457406	-0.655779	-0.564709	-1.149101	-0.43046	-0.7726	-1.502734	-1.183247	-0.622095	-1.002594	-0.613224	-1.060135	0.736974	-1.341163	-0.158118	-0.367799
ContB_OFC_1_L	1.796117	-1.018083	2.633297	0.161311	-0.450437	-0.157688	-0.946734	0.100671	-0.628963	-1.215881	-1.188543	-0.484298	-0.208679	1.995615	3.209099	2.307152	-1.097673	2.362935	-1.003479	0.018626	2.301362	-0.359337	-0.197801	-0.342164	0.244466	1.026724	-0.784327	-1.044513	0.611816	1.55142	-1.240794	-0.82572	-1.059114	-0.214945	-0.171465	-0.307521	-0.851127	-0.079557	-0.012997	-0.575256	-0.702884	2.133954	0.717192	0.611517	1.951132	-1.206522	-0.529724	-0.074745	-1.107267	-0.109085	-0.476103	2.488086	-0.335021	-0.855951	2.14171	-0.207704	-0.612584	-1.316109	-0.330184	-0.550756	0.26611	-1.011119	0.185782	-0.418067	-1.522078	-0.8815	0.78519	-0.577914	-0.667481	-0.505128	-0.400095	-0.558459	1.474304	0.26695	2.277081	-0.610889	0.351649	1.097918	-1.031369	1.730315	-1.019289	1.014126	1.845517	-0.830986	-0.556901	-0.655779	-0.097108	-1.149101	-1.009687	-0.64548	-0.964407	0.617341	-1.174881	0.54188	1.935342	0.758485	-0.015112	-0.69096	0.483508	-0.368066
